name,latitude,longitude,type,color,country
Avenir Sportif de Kasserine,35.1756675,8.797414899,First tier,e41a1c,Tunisia
Bizertin,37.27891046,9.865604639,First tier,e41a1c,Tunisia
Club Africain / CS Sfaxien,36.83981991,10.18534541,First tier,e41a1c,Tunisia
CS Hammam-Lif,36.82884564,10.17012656,First tier,e41a1c,Tunisia
EGS Gafsa,34.42290771,8.771563768,First tier,e41a1c,Tunisia
ES Zarzis,33.49167884,11.11049831,First tier,e41a1c,Tunisia
Espérance Sportive de Tunis,36.83981991,10.18534541,First tier,e41a1c,Tunisia
Etoile Olympique Sidi Bouzid,35.02958346,9.468503594,First tier,e41a1c,Tunisia
Étoile Sportive de Métlaoui,34.31394541,8.401746154,First tier,e41a1c,Tunisia
Étoile Sportive du Sahel,35.82353743,10.61293781,First tier,e41a1c,Tunisia
JS Kairouanaise,35.68571855,10.07339537,First tier,e41a1c,Tunisia
Stade Gabésien,33.84773683,10.09941816,First tier,e41a1c,Tunisia
Union Sportive de Ben Guerdane,33.13845407,11.21450633,First tier,e41a1c,Tunisia
Akhisar Belediyespor,38.62335848,27.4398458,First tier,e41a1c,Turkey
Antalyaspor,36.90704368,30.89299679,First tier,e41a1c,Turkey
Beşiktaş,41.07446618,28.76555443,First tier,e41a1c,Turkey
Bursaspor,40.19285629,29.04856503,First tier,e41a1c,Turkey
Çaykur Rizespor,41.04204148,40.5733037,First tier,e41a1c,Turkey
Eskişehirspor,39.77095157,30.51355004,First tier,e41a1c,Turkey
Fenerbahçe,40.98779878,29.03685987,First tier,e41a1c,Turkey
Galatasaray,41.10339059,28.99106383,First tier,e41a1c,Turkey
Gaziantepspor,37.06756989,37.3775804,First tier,e41a1c,Turkey
Gençlerbirliği,39.94016261,32.84564495,First tier,e41a1c,Turkey
İstanbul Başakşehir,41.12274179,28.80871534,First tier,e41a1c,Turkey
Kasımpaşa,41.03279169,28.97232056,First tier,e41a1c,Turkey
Kayserispor,38.73720549,35.42326861,First tier,e41a1c,Turkey
Mersin İdmanyurdu,36.7862389,34.6175766,First tier,e41a1c,Turkey
Osmanlıspor,39.98137049,32.74059355,First tier,e41a1c,Turkey
Sivasspor,39.7411266,37.00318694,First tier,e41a1c,Turkey
Torku Konyaspor,37.86538885,32.48322487,First tier,e41a1c,Turkey
Trabzonspor,41.00401434,39.70515847,First tier,e41a1c,Turkey
Ahal FT,38.1499728234,57.9625797272,First tier,e41a1c,Turkmenistan
Altyn Asyr FK,37.9493753691,58.370077014,First tier,e41a1c,Turkmenistan
Aşgabat FT,37.9425518436,58.3937501907,First tier,e41a1c,Turkmenistan
Balkan FT,39.5052037763,54.3706458807,First tier,e41a1c,Turkmenistan
Daşoguz FT,41.8404128413,59.9717581272,First tier,e41a1c,Turkmenistan
Energetik FT,37.6081203326,62.1676596642,First tier,e41a1c,Turkmenistan
Halkara Türkmen-Türk Uniwersiteti FT Aşgabat,37.9570442046,58.3302086592,First tier,e41a1c,Turkmenistan
Hazyna FT,37.901163,58.367303,First tier,e41a1c,Turkmenistan
Merw Mary FT,37.5882292884,61.8422234058,First tier,e41a1c,Turkmenistan
Şagadam Türkmenbaşy FT,40.0145588535,52.9877364635,First tier,e41a1c,Turkmenistan
Al Ahli FC Dubai,25.2797035674,55.360429287,First tier,e41a1c,UAE
Al Ain SCC,24.268229668,55.7564145327,First tier,e41a1c,UAE
Al Dhafra SCC,23.6691513732,53.6942301118,First tier,e41a1c,UAE
Al Fujairah,25.1301425093,56.3434749842,First tier,e41a1c,UAE
Al Jazira SCC,24.4527068476,54.3922376633,First tier,e41a1c,UAE
Al Nasr SC (Dubai),25.2399553695,55.3128308058,First tier,e41a1c,UAE
Al Shaab CSC (Sharjah),25.3332336467,55.4195076227,First tier,e41a1c,UAE
Al Shabab (Dubai),25.2908644882,55.3481823206,First tier,e41a1c,UAE
Al Sharjah SCC,25.3332336467,55.4195076227,First tier,e41a1c,UAE
Al Wahda FC (Abu Dhabi),24.4694162109,54.3753504747,First tier,e41a1c,UAE
Al Wasl FC,25.2190984959,55.3169184923,First tier,e41a1c,UAE
Bani Yas,24.3498579192,54.6857410615,First tier,e41a1c,UAE
Dibba Al Fujairah,24.2072516838,55.7664459944,First tier,e41a1c,UAE
Emirates Club,25.7485356244,55.9281885624,First tier,e41a1c,UAE
Chornomorets Odesa,46.480376,30.755442,First tier,e41a1c,Ukraine
Dnipro Dnipropetrovsk,48.460337,35.03245,First tier,e41a1c,Ukraine
Dynamo Kyiv,50.450413,30.535126,First tier,e41a1c,Ukraine
FC Oleksandriya,48.674888,33.103695,First tier,e41a1c,Ukraine
Hoverla Uzhhorod,48.623612,22.27639,First tier,e41a1c,Ukraine
Karpaty Lviv,49.819296,24.047935,First tier,e41a1c,Ukraine
Metalist Kharkiv,49.980843,36.261674,First tier,e41a1c,Ukraine
Metalurh Zaporizhya,47.859627,35.096952,First tier,e41a1c,Ukraine
Olimpik Donetsk,47.961533,37.80807,First tier,e41a1c,Ukraine
Shakhtar Donetsk,48.021061,37.810092,First tier,e41a1c,Ukraine
Stal Dniprodzerzhynsk,48.517614,34.597278,First tier,e41a1c,Ukraine
Volyn Lutsk,50.754147,25.337471,First tier,e41a1c,Ukraine
Vorskla Poltava,49.594815,34.549448,First tier,e41a1c,Ukraine
Zorya Luhansk,48.559341,39.321184,First tier,e41a1c,Ukraine
CA Juventud,-34.72436178,-56.20264828,First tier,e41a1c,Uruguay
Centro Atlético Fénix,-34.87338447,-56.21235251,First tier,e41a1c,Uruguay
Centro Cultural y Deportivo El Tanque Sisley,-34.87225779,-56.05731547,First tier,e41a1c,Uruguay
Club Atlético Cerro,-34.867368,-56.25197411,First tier,e41a1c,Uruguay
Club Atlético Peñarol / Club Nacional de Football,-34.89451126,-56.15280747,First tier,e41a1c,Uruguay
Club Atlético Rentistas,-34.77642478,-56.16582692,First tier,e41a1c,Uruguay
Club Atlético River Plate,-34.86212138,-56.20162904,First tier,e41a1c,Uruguay
Club Atlético Villa Teresa,-34.867368,-56.25197411,First tier,e41a1c,Uruguay
Club Plaza Colonia de Deportes,-34.46035287,-57.84216464,First tier,e41a1c,Uruguay
Danubio Fútbol Club,-34.83874081,-56.13228858,First tier,e41a1c,Uruguay
Defensor Sporting Club,-34.91645078,-56.16674423,First tier,e41a1c,Uruguay
Institución Atlética Sud América,-34.89784194,-56.15355849,First tier,e41a1c,Uruguay
Liverpool Fútbol Club,-34.85494195,-56.22570455,First tier,e41a1c,Uruguay
Montevideo Wanderers Fútbol Club,-34.85926024,-56.20401084,First tier,e41a1c,Uruguay
Racing Club de Montevideo,-34.83661417,-56.21596813,First tier,e41a1c,Uruguay
Chicago Fire,41.764814,-87.80614078,First tier,e41a1c,USA
Colorado Rapids,39.80567609,-104.8918068,First tier,e41a1c,USA
Columbus Crew,40.0095165,-82.99116254,First tier,e41a1c,USA
DC United,38.88976768,-76.97178662,First tier,e41a1c,USA
FC Dallas,33.15433601,-96.83514297,First tier,e41a1c,USA
Houston Dynamo,29.72201562,-95.34929037,First tier,e41a1c,USA
LA Galaxy,33.86433552,-118.2610792,First tier,e41a1c,USA
Montreal Impact,45.5630724,-73.55268359,First tier,e41a1c,USA
New England Revolution,42.09129617,-71.26404583,First tier,e41a1c,USA
New York City FC,40.82968596,-73.92620265,First tier,e41a1c,USA
New York Red Bulls,40.73687652,-74.15022511,First tier,e41a1c,USA
Orlando City SC,28.53904084,-81.40275031,First tier,e41a1c,USA
Philadelphia Union,39.83268017,-75.37881732,First tier,e41a1c,USA
Portland Timbers,45.52141127,-122.6917505,First tier,e41a1c,USA
Real Salt Lake,40.58281731,-111.8935847,First tier,e41a1c,USA
San Jose Earthquakes,37.35054572,-121.9366121,First tier,e41a1c,USA
Seattle Sounders FC,47.59516316,-122.3316318,First tier,e41a1c,USA
Sporting Kansas City,39.12159989,-94.82319117,First tier,e41a1c,USA
Toronto FC,43.63320597,-79.41855669,First tier,e41a1c,USA
Vancouver Whitecaps FC,49.28270006,-123.0332923,First tier,e41a1c,USA
Buxoro FK,41.3154696435,69.2602694035,First tier,e41a1c,Uzbekistan
FK Andijan,40.8136265306,72.3293280602,First tier,e41a1c,Uzbekistan
FK Bunyodkor,41.3212028558,69.2297512293,First tier,e41a1c,Uzbekistan
FK Lokomotiv Tashkent,41.2744360748,69.2810726166,First tier,e41a1c,Uzbekistan
FK Mash'al Mubarek,39.258895488,65.1707911491,First tier,e41a1c,Uzbekistan
FK Metalourg Bekobod,40.2133542471,69.2791628838,First tier,e41a1c,Uzbekistan
FK Navbahor Namangan,40.9996379492,71.5938395262,First tier,e41a1c,Uzbekistan
FK Neftchi Farg'ona,40.3868442087,71.7783379555,First tier,e41a1c,Uzbekistan
FK Pakhtakor Tashkent,41.3154696435,69.2602694035,First tier,e41a1c,Uzbekistan
FK Qizilqum Zarafshon,41.5705367133,64.2071217299,First tier,e41a1c,Uzbekistan
FK Qo'qon 1912,40.5467599964,70.939680934,First tier,e41a1c,Uzbekistan
FK Sogdiana Jizak,40.1140353427,67.8289729357,First tier,e41a1c,Uzbekistan
Nasaf Qarshi FK,38.8382618849,65.8138614893,First tier,e41a1c,Uzbekistan
Olmaliq FK,40.8453397597,69.600083828,First tier,e41a1c,Uzbekistan
PFK Dinamo Samarqand,39.6589794222,66.9484251738,First tier,e41a1c,Uzbekistan
PFK Sho'rtan G'uzor,38.6180482424,66.259188652,First tier,e41a1c,Uzbekistan
AC Mineros de Guayana,8.312674919,-62.69625485,First tier,e41a1c,Venezuela
Aragua FC,10.2588438,-67.61226654,First tier,e41a1c,Venezuela
Carabobo FC,10.22341674,-68.01134706,First tier,e41a1c,Venezuela
Caracas FC,10.49130905,-66.8856132,First tier,e41a1c,Venezuela
CD Lara,9.993554972,-69.21989143,First tier,e41a1c,Venezuela
Deportivo Anzoátegui SC,10.18007116,-64.65610743,First tier,e41a1c,Venezuela
Deportivo La Guaira / Atlético Venezuela FC,10.48305398,-66.94189131,First tier,e41a1c,Venezuela
Deportivo Táchira FC,7.7863751,-72.19776,First tier,e41a1c,Venezuela
Estudiantes de Caracas,10.483068,-66.942,First tier,e41a1c,Venezuela
Estudiantes de Mérida FC,8.5563889,-71.2166667,First tier,e41a1c,Venezuela
Llaneros de Guanare EF,9.03525461,-69.76595163,First tier,e41a1c,Venezuela
Metropolitanos FC,10.48305398,-66.94189131,First tier,e41a1c,Venezuela
Petare FC,10.49130905,-66.8856132,First tier,e41a1c,Venezuela
Trujillanos FC,9.31983,-70.6028,First tier,e41a1c,Venezuela
Tucanes de Amazonas FC,5.668446556,-67.61856973,First tier,e41a1c,Venezuela
Ureña FC,7.919552044,-72.42929667,First tier,e41a1c,Venezuela
Zamora Fútbol Club,8.624991876,-70.20738959,First tier,e41a1c,Venezuela
Zulia FC,10.67407191,-71.64500535,First tier,e41a1c,Venezuela
Becamex Binh Duong FC,10.97005303,106.6720265,First tier,e41a1c,Vietnam
Dong Nai,10.94876024,106.8128049,First tier,e41a1c,Vietnam
Dong Tam Long An FC,10.53612526,106.4081454,First tier,e41a1c,Vietnam
Ha Noi T&T,21.02983744,105.8329725,First tier,e41a1c,Vietnam
Hai Phong FC,20.85178864,106.6888601,First tier,e41a1c,Vietnam
Hoang Anh Gia Lai,13.97920366,108.0048859,First tier,e41a1c,Vietnam
QNK Quang Nam FC,15.55990617,108.5067916,First tier,e41a1c,Vietnam
Sanna Khánh Hoà FC,12.25043721,109.1929436,First tier,e41a1c,Vietnam
SHB Da Nang FC,16.06958886,108.2164747,First tier,e41a1c,Vietnam
Song Lam Nghe An,18.66907574,105.6693578,First tier,e41a1c,Vietnam
TDCS Dong Thap FC,10.46455442,105.6427181,First tier,e41a1c,Vietnam
Than Quang Ninh,21.02984245,107.3675555,First tier,e41a1c,Vietnam
Thanh Hoa,19.79915093,105.7727408,First tier,e41a1c,Vietnam
XSKT Can Tho,10.04900087,105.7890165,First tier,e41a1c,Vietnam
Aberystwyth Town,52.410463,-4.080938,First tier,e41a1c,Wales
Airbus UK Broughton,53.17155,-2.981983,First tier,e41a1c,Wales
Bala Town,52.912477,-3.601466,First tier,e41a1c,Wales
Bangor City,53.224098,-4.131353,First tier,e41a1c,Wales
Carmarthen Town,51.859949,-4.302231,First tier,e41a1c,Wales
Gap Connah's Quay,53.225354,-3.076486,First tier,e41a1c,Wales
Haverfordwest County,51.809185,-4.967451,First tier,e41a1c,Wales
Llandudno,53.315807,-3.829669,First tier,e41a1c,Wales
Newtown,52.511497,-3.322763,First tier,e41a1c,Wales
Port Talbot Town,51.590273,-3.802263,First tier,e41a1c,Wales
Rhyl,53.31894,-3.476041,First tier,e41a1c,Wales
The New Saints,52.875884,-3.026315,First tier,e41a1c,Wales
Buffaloes FC,-18.99680515,32.64096558,First tier,e41a1c,Zimbabwe
Central African Pharmaceutical Society United FC,-17.82136907,30.99502265,First tier,e41a1c,Zimbabwe
Chapungu United / Wha Wha FC,-19.43211,29.79417,First tier,e41a1c,Zimbabwe
Chicken Inn FC,-20.10437987,28.50609899,First tier,e41a1c,Zimbabwe
Dongo Sawmills FC,-18.545272,32.119134,First tier,e41a1c,Zimbabwe
Dynamos FC / Harare City FC,-17.8536986,31.03758931,First tier,e41a1c,Zimbabwe
FC Platinum,-20.31767002,30.06961226,First tier,e41a1c,Zimbabwe
Flame Lilly FC,-17.81399,31.166828,First tier,e41a1c,Zimbabwe
Highlanders FC,-20.13091041,28.56963515,First tier,e41a1c,Zimbabwe
How Mine FC / Tsholotsho FC,-20.1452190166,28.5288065672,First tier,e41a1c,Zimbabwe
Hwange FC,-18.35562529,26.49797201,First tier,e41a1c,Zimbabwe
Triangle United FC,-21.02741607,31.43291535,First tier,e41a1c,Zimbabwe
ZPC Kariba,-16.514364,28.850252,First tier,e41a1c,Zimbabwe
AA Gent,51.016144,3.733665,Champions League,0A0A0A,Champions League
Arsenal,51.555059,-0.108223,Champions League,0A0A0A,Champions League
AS Roma,41.933913,12.454746,Champions League,0A0A0A,Champions League
Atlético Madrid,40.401696,-3.720635,Champions League,0A0A0A,Champions League
Barcelona,41.380868,2.122831,Champions League,0A0A0A,Champions League
BATE Borisov,54.193056,28.475278,Champions League,0A0A0A,Champions League
Bayer Leverkusen,51.038219,7.002224,Champions League,0A0A0A,Champions League
Bayern Munich,48.218768,11.624847,Champions League,0A0A0A,Champions League
Benfica,38.752682,-9.184742,Champions League,0A0A0A,Champions League
Borussia Mönchengladbach,51.174566,6.385441,Champions League,0A0A0A,Champions League
Chelsea,51.481666,-0.190924,Champions League,0A0A0A,Champions League
CSKA Moscow,55.8853,37.4542,Champions League,0A0A0A,Champions League
Dinamo Zagreb,45.8187806404,16.017884016,Champions League,0A0A0A,Champions League
Dynamo Kyiv,50.450413,30.535126,Champions League,0A0A0A,Champions League
FK Astana,51.1082172531,71.4025604725,Champions League,0A0A0A,Champions League
Galatasaray,41.10339059,28.99106383,Champions League,0A0A0A,Champions League
Juventus,45.109535,7.641329,Champions League,0A0A0A,Champions League
Lyon,45.723688,4.832226,Champions League,0A0A0A,Champions League
Maccabi Tel Aviv,32.05181668,34.76143956,Champions League,0A0A0A,Champions League
Malmö FF,55.583611,12.987778,Champions League,0A0A0A,Champions League
Manchester City,53.483129,-2.200374,Champions League,0A0A0A,Champions League
Manchester United,53.463062,-2.291319,Champions League,0A0A0A,Champions League
Olympiacos,37.946447,23.664317,Champions League,0A0A0A,Champions League
Paris Saint-Germain,48.841425,2.253081,Champions League,0A0A0A,Champions League
Porto,41.161742,-8.583795,Champions League,0A0A0A,Champions League
PSV,51.4417,5.4674,Champions League,0A0A0A,Champions League
Real Madrid,40.453034,-3.688344,Champions League,0A0A0A,Champions League
Sevilla,37.384027,-5.970658,Champions League,0A0A0A,Champions League
Shakhtar Donetsk,48.021061,37.810092,Champions League,0A0A0A,Champions League
Valencia,39.474562,-0.358259,Champions League,0A0A0A,Champions League
VfL Wolfsburg,52.432603,10.803921,Champions League,0A0A0A,Champions League
Zenit,59.951944,30.286389,Champions League,0A0A0A,Champions League
